"Season","Team","W","L","SV","G","GS","IP","R","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"1959","Tigers","76","78","24","351","154","1360.0","732","5.49","2.86","1.17",".267","68.9 %","","","4.20","4.07","","13.4"
"2008","Cardinals","86","76","42","668","162","1454.0","725","5.92","3.07","1.01",".295","72.9 %","45.3 %","10.3 %","4.20","4.40","4.37","11.0"
"1993","Mariners","82","80","41","515","162","1453.2","731","6.71","3.75","0.84",".295","71.5 %","","","4.20","4.09","","18.7"
"1931","Yankees","94","59","17","287","155","1410.1","760","4.38","3.47","0.43",".286","65.6 %","","","4.21","3.97","","14.3"
"1970","Brewers","65","97","27","446","163","1446.2","751","5.57","3.65","0.91",".274","70.0 %","","","4.21","4.02","","12.1"
"1995","Phillies","69","75","41","485","144","1290.1","658","6.84","3.75","0.93",".286","71.4 %","","","4.21","4.31","","10.5"
"2003","Indians","68","94","34","590","162","1459.1","778","5.82","3.09","1.10",".284","70.6 %","44.0 %","11.7 %","4.21","4.49","4.43","12.1"
"1969","White Sox","68","94","25","427","162","1437.2","723","5.07","3.53","0.91",".285","72.2 %","","","4.21","3.95","","12.2"
"1973","Royals","88","74","41","375","162","1449.1","752","4.91","3.83","0.71",".295","70.6 %","","","4.21","3.84","","15.0"
"1985","Braves","66","96","29","513","162","1457.1","781","4.79","3.96","0.83",".287","70.3 %","","","4.21","4.19","","6.0"
"2000","Giants","97","65","47","546","162","1444.1","747","6.70","3.88","0.94",".297","71.9 %","","","4.21","4.38","","16.4"
"2016","Royals","81","81","41","634","162","1440.0","712","8.04","3.23","1.29",".298","75.4 %","44.3 %","13.4 %","4.21","4.42","4.33","10.5"
"1955","Orioles","57","97","20","391","156","1388.2","754","3.85","4.05","0.67",".275","68.2 %","","","4.21","3.90","","9.1"
"1962","Red Sox","76","84","40","382","160","1437.2","756","5.78","3.96","1.00",".278","71.4 %","","","4.21","4.18","","15.7"
"1923","Braves","54","100","7","308","155","1392.2","801","2.27","2.55","0.41",".305","64.4 %","","","4.21","3.94","","10.9"
"1977","Reds","88","74","32","423","162","1437.1","725","5.44","3.41","0.98",".286","72.3 %","","","4.21","4.14","","10.0"
"2005","Phillies","88","74","40","604","162","1435.0","726","7.27","3.05","1.19",".283","72.4 %","44.4 %","13.3 %","4.21","4.29","3.94","16.0"
"1931","Reds","58","96","6","287","154","1345.0","742","2.12","2.67","0.34",".297","64.6 %","","","4.22","4.07","","9.6"
"2006","Athletics","93","69","54","606","162","1451.2","727","6.22","3.28","1.00",".301","73.4 %","42.6 %","9.2 %","4.22","4.42","4.67","17.2"
"2016","Orioles","89","73","54","605","162","1432.0","715","7.84","3.43","1.15",".299","73.8 %","44.8 %","12.6 %","4.22","4.31","4.34","15.1"
"1996","Mets","71","91","41","497","162","1440.0","779","6.24","3.33","0.99",".298","70.3 %","","","4.22","4.42","","11.3"
"1958","Cubs","72","82","24","447","154","1361.0","725","5.32","4.09","0.94",".271","70.4 %","","","4.22","4.10","","9.8"
"1992","Yankees","76","86","44","470","162","1452.2","746","5.27","3.79","0.80",".286","70.5 %","","","4.22","4.10","","13.3"
"1936","Reds","74","80","23","315","154","1367.1","764","3.02","2.75","0.34",".300","64.5 %","","","4.22","4.05","","13.5"
"1993","Blue Jays","95","67","50","506","162","1441.1","742","6.39","3.87","0.84",".293","70.9 %","","","4.22","4.13","","18.8"
"1927","Braves","60","94","11","311","156","1390.0","771","2.60","3.03","0.28",".300","65.1 %","","","4.22","3.92","","9.9"
"1935","Dodgers","70","83","20","299","154","1358.0","767","3.18","2.89","0.58",".291","65.2 %","","","4.22","4.19","","10.9"
"2012","Brewers","83","79","44","674","162","1453.2","733","8.68","3.25","1.05",".313","72.1 %","43.8 %","12.1 %","4.22","3.82","3.73","17.9"
"2016","Pirates","78","83","51","687","162","1450.2","758","7.64","3.31","1.12",".306","72.5 %","46.9 %","13.0 %","4.22","4.30","4.28","8.3"
"1953","Cardinals","83","71","36","391","157","1386.2","713","4.75","3.46","0.90",".277","71.0 %","","","4.23","4.08","","16.4"
"1993","Padres","61","101","32","559","162","1437.2","772","5.99","3.49","0.93",".289","69.6 %","","","4.23","4.23","","12.3"
"2007","Angels","94","68","43","558","162","1435.0","731","7.25","2.99","0.95",".307","71.1 %","42.2 %","8.6 %","4.23","4.10","4.26","20.0"
"2006","Dodgers","88","74","40","616","162","1460.1","751","6.58","3.03","0.94",".302","70.8 %","47.8 %","9.7 %","4.23","4.13","4.29","19.7"
"2010","Blue Jays","85","77","45","617","162","1440.2","728","7.40","3.37","0.94",".297","71.2 %","45.7 %","9.5 %","4.23","4.04","4.03","16.5"
"1990","Yankees","67","95","41","504","162","1444.2","749","5.66","3.85","0.90",".284","70.8 %","","","4.23","4.18","","10.7"
"1997","Brewers","78","83","44","528","161","1427.1","742","6.41","3.42","1.12",".287","72.2 %","","","4.23","4.57","","14.2"
"1961","Senators","61","100","21","381","161","1425.0","776","4.21","3.70","0.83",".268","67.8 %","","","4.23","4.14","","11.5"
"1949","Athletics","81","73","11","261","154","1365.0","725","3.23","5.00","0.69",".271","70.9 %","","","4.23","4.50","","9.7"
"1978","White Sox","71","90","33","361","161","1409.1","731","4.53","3.74","0.82",".271","69.8 %","","","4.23","4.10","","6.8"
"1970","Astros","79","83","35","464","162","1456.0","763","5.82","3.57","0.81",".293","69.9 %","","","4.23","3.79","","14.4"
"2009","Rockies","92","70","45","646","162","1438.1","715","7.22","3.30","0.88",".299","71.3 %","47.3 %","9.9 %","4.24","3.96","3.99","21.2"
"2002","Pirates","72","89","47","619","161","1412.2","730","5.86","3.64","1.04",".290","72.8 %","47.8 %","12.0 %","4.24","4.49","4.32","7.1"
"2000","Red Sox","85","77","46","587","162","1452.2","745","6.95","3.09","1.07",".288","71.2 %","","","4.24","4.29","","20.5"
"1965","Athletics","59","103","32","540","162","1433.0","755","5.54","3.61","1.01",".273","70.4 %","","","4.24","4.03","","6.6"
"1965","Red Sox","62","100","25","430","162","1439.1","791","6.21","3.40","0.99",".284","68.3 %","","","4.24","3.76","","15.9"
"1969","Padres","52","110","25","484","162","1422.1","746","4.83","3.75","0.72",".285","69.5 %","","","4.24","3.80","","3.9"
"1994","Royals","64","51","38","362","115","1031.2","532","6.25","3.42","0.83",".289","69.5 %","","","4.24","4.17","","16.1"
"1991","Indians","57","105","33","451","162","1441.1","759","5.38","2.75","0.69",".302","67.8 %","","","4.24","3.65","","20.9"
"2010","Cubs","75","87","40","644","162","1436.2","767","7.94","3.79","0.96",".298","70.4 %","43.3 %","9.5 %","4.24","4.11","4.08","13.8"
"1981","Mariners","44","65","23","309","110","997.1","521","4.31","3.25","0.69",".288","68.3 %","","","4.24","3.76","","12.8"
"2016","Tigers","86","75","47","637","161","1428.0","721","7.76","2.91","1.15",".300","72.2 %","44.5 %","11.7 %","4.24","4.16","4.31","16.8"
"2013","Angels","78","84","41","658","162","1457.2","737","7.41","3.29","1.03",".300","72.3 %","42.1 %","10.4 %","4.24","4.08","4.10","9.4"
"2011","Indians","80","82","38","645","162","1453.1","760","6.34","2.87","0.95",".293","69.5 %","45.4 %","9.5 %","4.24","4.06","4.09","12.5"
"1987","Reds","84","78","44","554","162","1452.1","752","5.69","3.01","1.05",".287","70.7 %","","","4.24","4.17","","14.7"
"1989","White Sox","69","92","46","482","161","1422.0","750","4.92","3.41","0.91",".284","70.3 %","","","4.25","4.20","","4.1"
"1973","Braves","76","85","35","449","162","1462.0","774","4.94","3.54","0.89",".278","69.4 %","","","4.25","3.98","","13.2"
"1977","White Sox","90","72","40","383","162","1444.2","771","5.25","3.21","0.85",".297","69.8 %","","","4.25","3.95","","14.3"
"2001","Dodgers","86","76","46","570","162","1450.2","744","7.52","3.25","1.14",".286","71.8 %","","","4.25","4.26","","16.4"
"1953","Giants","70","84","20","372","155","1365.2","747","4.26","4.02","0.96",".274","70.4 %","","","4.25","4.43","","10.1"
"1976","White Sox","64","97","22","326","161","1448.0","745","4.98","3.73","0.54",".291","68.4 %","","","4.25","3.62","","11.9"
"1952","Tigers","50","104","14","338","156","1388.1","738","4.55","3.83","0.72",".278","68.6 %","","","4.25","3.75","","13.0"
"1964","Mets","53","109","15","429","163","1438.2","776","4.49","2.92","0.81",".286","67.8 %","","","4.25","3.86","","5.1"
"2015","Rangers","88","74","45","660","162","1442.2","733","6.83","3.17","1.07",".294","72.4 %","44.2 %","11.2 %","4.25","4.34","4.37","10.0"
"2014","Diamondbacks","64","98","35","650","162","1444.1","742","7.96","2.92","0.96",".312","70.3 %","46.1 %","11.1 %","4.26","3.83","3.63","10.4"
"1980","Tigers","84","78","30","373","163","1467.1","757","4.54","3.42","0.93",".279","71.0 %","","","4.26","4.29","","13.9"
"1984","Indians","75","87","35","471","163","1467.2","766","4.92","3.34","0.86",".285","70.0 %","","","4.26","4.09","","13.4"
"1919","Athletics","36","104","3","229","140","1239.1","747","3.03","3.65","0.32",".311","62.8 %","","","4.26","3.56","","7.4"
"2004","Brewers","67","94","42","584","161","1442.0","757","6.85","2.97","1.02",".289","69.6 %","44.0 %","10.1 %","4.26","4.10","4.22","19.0"
"1983","Royals","79","83","49","392","163","1437.2","767","3.71","2.95","0.83",".281","68.6 %","","","4.26","4.17","","9.8"
"2013","Blue Jays","74","88","39","649","162","1452.0","756","7.49","3.10","1.21",".293","72.3 %","44.0 %","12.3 %","4.26","4.30","4.04","9.8"
"1988","Yankees","85","76","43","465","161","1456.0","748","5.32","3.01","0.97",".286","71.1 %","","","4.27","4.09","","10.9"
"1925","White Sox","79","75","13","283","154","1385.2","773","2.43","3.18","0.45",".296","66.0 %","","","4.27","4.31","","12.3"
"1990","Indians","77","85","47","463","162","1427.1","737","5.42","3.27","1.03",".289","72.1 %","","","4.27","4.26","","8.1"
"1999","Mets","97","66","49","602","163","1456.2","711","7.24","3.81","1.03",".285","73.6 %","","","4.27","4.39","","15.9"
"1927","Indians","66","87","8","285","153","1353.1","762","2.43","3.38","0.25",".298","65.1 %","","","4.27","4.05","","15.0"
"2007","Mets","88","74","39","661","162","1452.1","750","7.03","3.53","1.02",".287","71.4 %","40.8 %","9.2 %","4.27","4.46","4.52","14.6"
"1922","Tigers","79","75","15","288","155","1391.0","789","2.98","3.06","0.40",".294","65.3 %","","","4.27","4.13","","12.8"
"1932","Dodgers","81","73","16","307","154","1379.2","748","3.24","2.63","0.47",".295","65.3 %","","","4.27","3.91","","13.1"
"1959","Phillies","64","90","15","345","155","1354.0","725","5.11","3.15","1.00",".275","68.8 %","","","4.27","3.96","","12.6"
"1972","Braves","70","84","27","375","155","1377.0","730","4.78","3.35","1.01",".277","70.4 %","","","4.27","3.97","","7.8"
"1971","Indians","60","102","32","487","162","1440.0","747","5.86","4.81","0.96",".271","72.8 %","","","4.27","4.24","","4.1"
"1987","Padres","65","97","33","497","162","1433.1","763","5.63","3.78","1.10",".273","71.1 %","","","4.28","4.54","","8.3"
"1995","Marlins","67","76","29","543","143","1286.0","673","6.96","3.93","0.97",".298","72.1 %","","","4.28","4.38","","9.7"
"2009","Yankees","103","59","51","623","162","1450.0","753","7.82","3.56","1.12",".290","71.9 %","42.3 %","11.1 %","4.28","4.32","4.17","19.2"
"1962","Phillies","81","80","24","408","161","1426.2","759","5.44","3.62","0.98",".289","71.1 %","","","4.28","4.13","","9.1"
"2015","Brewers","68","94","40","658","162","1435.0","737","7.90","3.24","1.10",".303","72.1 %","46.1 %","12.7 %","4.28","4.17","4.00","11.7"
"1961","Twins","70","90","23","378","161","1432.1","778","5.74","3.58","1.02",".276","69.5 %","","","4.28","4.07","","16.5"
"1950","Cubs","64","89","19","353","154","1371.1","772","3.67","3.89","0.85",".279","68.8 %","","","4.28","4.36","","11.5"
"1934","Indians","85","69","19","297","154","1367.0","764","3.65","3.83","0.46",".291","66.5 %","","","4.28","4.31","","17.2"
"1993","Rangers","86","76","45","521","162","1438.1","751","5.99","3.52","0.90",".294","70.8 %","","","4.28","4.22","","15.1"
"1930","Athletics","102","52","21","290","154","1371.0","751","4.41","3.20","0.55",".292","65.7 %","","","4.28","4.43","","19.7"
"2016","Angels","74","88","29","689","162","1421.1","727","7.19","3.15","1.32",".301","75.0 %","40.8 %","12.5 %","4.28","4.62","4.66","5.9"
"1997","Pirates","79","83","41","613","162","1436.0","760","6.77","3.51","0.90",".306","71.0 %","","","4.28","4.20","","14.3"
"1979","Tigers","84","76","37","381","160","1423.1","738","5.07","3.46","1.06",".278","71.8 %","","","4.28","4.38","","12.9"
"1950","Dodgers","89","65","21","350","155","1389.2","724","5.00","3.83","1.06",".279","72.2 %","","","4.28","4.32","","13.9"
"1989","Twins","80","82","38","459","162","1429.1","738","5.36","3.15","0.88",".291","70.4 %","","","4.28","3.97","","10.7"
"2003","Angels","77","85","39","537","162","1431.1","743","6.16","3.06","1.19",".283","72.6 %","39.4 %","11.1 %","4.28","4.57","4.58","11.3"
"2004","Angels","92","70","50","505","162","1454.1","734","7.20","3.11","1.05",".299","72.2 %","41.9 %","9.7 %","4.28","4.09","4.29","19.6"
"2008","Yankees","89","73","42","637","162","1441.2","727","7.12","3.05","0.89",".307","71.0 %","45.7 %","9.3 %","4.28","3.96","4.08","19.9"
"2001","Blue Jays","80","82","41","633","162","1462.2","753","6.41","3.02","1.02",".306","72.4 %","","","4.28","4.25","","18.0"
"2010","Tigers","81","81","32","578","162","1444.1","743","6.58","3.35","0.88",".296","70.6 %","43.8 %","8.3 %","4.29","4.14","4.31","15.8"
"1998","Blue Jays","88","74","47","547","163","1465.0","768","7.09","3.61","1.04",".290","71.1 %","","","4.29","4.36","","18.5"
"1944","Giants","67","87","21","355","155","1363.2","780","3.29","3.87","0.77",".269","67.0 %","","","4.29","4.28","","3.5"
"2002","Reds","78","84","42","624","162","1453.2","774","6.07","3.41","1.07",".293","71.5 %","45.8 %","11.5 %","4.29","4.41","4.30","11.3"
"2009","Athletics","75","87","38","650","162","1447.1","761","6.99","3.25","0.97",".302","70.3 %","44.1 %","9.2 %","4.29","4.10","4.24","16.6"
"1939","Tigers","81","73","16","305","155","1367.1","762","4.17","3.78","0.68",".281","67.2 %","","","4.29","4.33","","19.7"
"1951","Tigers","73","81","17","349","154","1384.0","741","3.88","3.91","0.66",".274","68.3 %","","","4.29","3.97","","15.4"
"1961","Red Sox","76","86","30","394","163","1442.2","792","5.18","4.24","1.04",".279","71.1 %","","","4.29","4.37","","12.3"
"1975","Tigers","57","102","17","314","159","1396.0","786","5.07","3.44","0.88",".293","68.2 %","","","4.29","3.95","","14.1"
"1987","White Sox","77","85","37","432","162","1447.2","746","4.92","3.34","1.17",".269","72.4 %","","","4.30","4.66","","9.3"
"2010","Indians","69","93","34","632","162","1433.0","752","6.07","3.59","0.92",".297","71.4 %","47.9 %","9.3 %","4.30","4.40","4.41","7.8"
"1974","Cubs","66","96","26","509","162","1466.1","826","5.49","3.54","0.75",".301","67.9 %","","","4.30","3.70","","18.1"
"2014","White Sox","73","89","36","615","162","1441.0","758","7.20","3.48","0.87",".306","70.4 %","46.1 %","9.4 %","4.30","4.10","4.11","11.0"
"2012","Royals","72","90","44","662","162","1451.1","746","7.30","3.36","1.01",".311","72.4 %","43.2 %","10.5 %","4.30","4.18","4.29","13.5"
"1949","White Sox","63","91","17","328","154","1363.1","737","3.31","4.57","0.71",".269","69.5 %","","","4.30","4.36","","9.4"
"1922","Red Sox","61","93","6","284","154","1373.1","766","2.35","3.30","0.31",".287","64.8 %","","","4.30","4.13","","12.6"
"1932","Tigers","76","75","17","273","153","1362.2","787","3.44","3.91","0.59",".278","65.5 %","","","4.30","4.47","","13.5"
"1935","Reds","68","85","13","315","154","1356.0","772","3.32","2.91","0.43",".291","63.5 %","","","4.30","3.97","","12.3"
"2007","Athletics","76","86","36","608","162","1448.0","758","6.44","3.29","0.86",".296","69.4 %","44.8 %","8.3 %","4.30","4.23","4.44","17.0"
"1982","Rangers","64","98","24","376","162","1431.0","749","4.34","3.04","0.81",".294","70.0 %","","","4.30","4.01","","13.2"
"2002","Cubs","67","95","23","552","162","1441.1","759","8.32","3.78","1.04",".296","70.9 %","42.2 %","11.4 %","4.30","4.00","3.91","17.5"
"1939","White Sox","85","69","21","280","155","1377.0","737","3.50","2.97","0.65",".282","66.8 %","","","4.31","4.15","","17.8"
"1954","Dodgers","92","62","36","385","154","1393.2","740","4.92","3.44","1.06",".271","70.4 %","","","4.31","4.02","","15.0"
"1959","Redlegs","74","80","26","386","154","1357.1","738","4.58","3.02","1.07",".286","70.3 %","","","4.31","4.16","","11.2"
"1986","Orioles","73","89","39","424","162","1436.2","760","5.98","3.35","1.11",".285","70.9 %","","","4.31","4.21","","14.5"
"2004","Pirates","72","89","46","625","161","1428.0","744","6.80","3.63","0.94",".301","71.5 %","45.0 %","9.9 %","4.31","4.24","4.38","15.6"
"1995","Orioles","71","73","29","480","144","1267.0","640","6.61","3.72","1.06",".271","71.6 %","","","4.31","4.49","","16.2"
"1994","Orioles","63","49","37","346","112","997.2","497","6.01","3.17","1.18",".283","73.8 %","","","4.31","4.64","","12.0"
"1961","Angels","70","91","34","473","162","1438.0","784","6.09","4.46","1.13",".273","71.8 %","","","4.31","4.41","","13.5"
"1988","Angels","75","87","33","424","162","1456.0","771","5.05","3.51","0.83",".289","69.8 %","","","4.31","4.11","","13.1"
"1986","Athletics","76","86","37","448","162","1433.0","760","5.88","4.19","1.04",".265","70.7 %","","","4.31","4.44","","8.1"
"1950","Reds","66","87","13","310","153","1357.2","734","4.55","3.86","0.96",".271","70.2 %","","","4.32","4.34","","13.5"
"1928","Tigers","68","86","16","284","154","1372.0","803","2.96","3.72","0.38",".282","64.0 %","","","4.32","4.11","","11.8"
"2007","Rockies","90","73","39","692","163","1472.0","758","5.91","3.08","1.00",".290","71.1 %","46.5 %","9.9 %","4.32","4.52","4.48","16.5"
"1934","Red Sox","76","76","9","291","153","1361.0","775","3.56","3.59","0.46",".297","66.1 %","","","4.32","4.25","","18.8"
